Loi,vods
c:vabb:367780,0399 Other medical and health sciences
c:vabb:367781,0302 Clinical sciences
c:vabb:367782,0306 Translational sciences
c:vabb:367782,0302 Clinical sciences
c:vabb:367783,0302 Clinical sciences
c:vabb:367786,0302 Clinical sciences
c:vabb:367795,0505 Law and legal studies
c:vabb:367797,0505 Law and legal studies
c:vabb:367812,0501 Psychology and cognitive sciences
c:vabb:367816,0505 Law and legal studies
c:vabb:367835,0505 Law and legal studies
c:vabb:367842,0505 Law and legal studies
c:vabb:367843,0505 Law and legal studies
c:vabb:367867,0505 Law and legal studies
c:vabb:367870,0505 Law and legal studies
c:vabb:367871,0505 Law and legal studies
c:vabb:367880,0506 Political sciences
c:vabb:367881,0505 Law and legal studies
c:vabb:367895,060104 History
c:vabb:367936,060302 Philosophy
c:vabb:367955,0103 Physical sciences
c:vabb:367956,"0208 Computer engineering, information technology and mathematical engineering"
c:vabb:367959,0102 Information and computing sciences
c:vabb:367971,0506 Political sciences
c:vabb:367972,0505 Law and legal studies
c:vabb:367975,0102 Information and computing sciences
c:vabb:367976,0505 Law and legal studies
c:vabb:367980,0506 Political sciences
c:vabb:367980,0504 Sociology and anthropology
c:vabb:367982,0505 Law and legal studies
c:vabb:367998,0505 Law and legal studies
c:vabb:368002,0505 Law and legal studies
c:vabb:368007,0505 Law and legal studies
c:vabb:368025,0505 Law and legal studies
c:vabb:368026,0299 Other engineering and technology
c:vabb:368026,0101 Mathematical sciences
c:vabb:368026,0103 Physical sciences
c:vabb:368028,0101 Mathematical sciences
c:vabb:368029,0101 Mathematical sciences
c:vabb:368033,0101 Mathematical sciences
c:vabb:368034,0102 Information and computing sciences
c:vabb:368035,0101 Mathematical sciences
c:vabb:368036,0101 Mathematical sciences
c:vabb:368037,0101 Mathematical sciences
c:vabb:368039,0101 Mathematical sciences
c:vabb:368040,0101 Mathematical sciences
c:vabb:368043,0101 Mathematical sciences
c:vabb:368044,0101 Mathematical sciences
c:vabb:368045,0101 Mathematical sciences
c:vabb:368047,0104 Chemical sciences
c:vabb:368052,060202 Linguistics
c:vabb:368155,0502 Economics and business
c:vabb:368200,060304 Theology and religious studies
c:vabb:368215,060304 Theology and religious studies
c:vabb:368216,060304 Theology and religious studies
c:vabb:368217,060304 Theology and religious studies
c:vabb:368218,060304 Theology and religious studies
c:vabb:368226,060304 Theology and religious studies
c:vabb:368233,060304 Theology and religious studies
c:vabb:368263,060302 Philosophy
c:vabb:368263,060304 Theology and religious studies
c:vabb:368286,060302 Philosophy
c:vabb:368287,060302 Philosophy
c:vabb:368289,060304 Theology and religious studies
c:vabb:368297,0102 Information and computing sciences
c:vabb:368299,0506 Political sciences
c:vabb:368310,0506 Political sciences
c:vabb:368337,0506 Political sciences
c:vabb:368344,0506 Political sciences
c:vabb:368383,0506 Political sciences
c:vabb:368385,0506 Political sciences
c:vabb:368386,0506 Political sciences
c:vabb:368390,0504 Sociology and anthropology
c:vabb:368391,0504 Sociology and anthropology
c:vabb:368430,0506 Political sciences
c:vabb:368446,0504 Sociology and anthropology
c:vabb:368482,0504 Sociology and anthropology
c:vabb:368506,0599 Other social sciences
c:vabb:368507,0599 Other social sciences
c:vabb:368538,0599 Other social sciences
c:vabb:368540,0502 Economics and business
c:vabb:368576,060302 Philosophy
c:vabb:368587,0504 Sociology and anthropology
c:vabb:368599,060104 History
c:vabb:368599,0506 Political sciences
c:vabb:368604,0506 Political sciences
c:vabb:368618,0506 Political sciences
c:vabb:368650,0303 Health sciences
c:vabb:368651,0306 Translational sciences
c:vabb:368654,0306 Translational sciences
c:vabb:368656,0306 Translational sciences
c:vabb:368663,0303 Health sciences
c:vabb:368664,0303 Health sciences
c:vabb:368665,0303 Health sciences
c:vabb:368666,0306 Translational sciences
c:vabb:368667,0303 Health sciences
c:vabb:368668,0306 Translational sciences
c:vabb:368668,0303 Health sciences
c:vabb:368669,0306 Translational sciences
c:vabb:368671,0306 Translational sciences
c:vabb:368672,0303 Health sciences
c:vabb:368676,0306 Translational sciences
c:vabb:368684,0306 Translational sciences
c:vabb:368726,0502 Economics and business
c:vabb:368739,0302 Clinical sciences
c:vabb:368758,0502 Economics and business
c:vabb:368759,0502 Economics and business
c:vabb:368761,0502 Economics and business
c:vabb:368762,0502 Economics and business
c:vabb:368763,0502 Economics and business
c:vabb:368777,0502 Economics and business
c:vabb:368798,0502 Economics and business
c:vabb:368808,0502 Economics and business
c:vabb:368812,0101 Mathematical sciences
c:vabb:368813,0502 Economics and business
c:vabb:368815,0502 Economics and business
c:vabb:368821,0502 Economics and business
c:vabb:368823,0502 Economics and business
c:vabb:368824,0502 Economics and business
c:vabb:368830,0502 Economics and business
c:vabb:368833,0302 Clinical sciences
c:vabb:368833,0303 Health sciences
c:vabb:368846,0399 Other medical and health sciences
c:vabb:368853,0399 Other medical and health sciences
c:vabb:368865,0399 Other medical and health sciences
c:vabb:368877,0303 Health sciences
c:vabb:368879,0302 Clinical sciences
c:vabb:368892,060203 Literary studies
c:vabb:368904,0306 Translational sciences
c:vabb:368904,0302 Clinical sciences
c:vabb:368905,0306 Translational sciences
c:vabb:368906,0306 Translational sciences
c:vabb:368906,0302 Clinical sciences
c:vabb:368911,0302 Clinical sciences
c:vabb:368912,0302 Clinical sciences
c:vabb:368913,0306 Translational sciences
c:vabb:368915,0302 Clinical sciences
c:vabb:368962,0302 Clinical sciences
c:vabb:368964,060104 History
c:vabb:368967,060302 Philosophy
c:vabb:368972,060302 Philosophy
c:vabb:368976,0508 	Media and communications
c:vabb:368977,0302 Clinical sciences
c:vabb:368978,0106 Biological sciences
c:vabb:368981,0302 Clinical sciences
c:vabb:368982,0302 Clinical sciences
c:vabb:368982,0501 Psychology and cognitive sciences
c:vabb:368984,0302 Clinical sciences
c:vabb:368986,0303 Health sciences
c:vabb:368990,0306 Translational sciences
c:vabb:368992,060304 Theology and religious studies
c:vabb:368997,0503 Pedagogical and educational sciences
c:vabb:368997,060304 Theology and religious studies
c:vabb:369002,060304 Theology and religious studies
c:vabb:369004,060304 Theology and religious studies
c:vabb:369009,060304 Theology and religious studies
c:vabb:369010,060304 Theology and religious studies
c:vabb:369016,060304 Theology and religious studies
c:vabb:369021,060304 Theology and religious studies
c:vabb:369023,060304 Theology and religious studies
c:vabb:369024,060304 Theology and religious studies
c:vabb:369027,060104 History
c:vabb:369029,060304 Theology and religious studies
c:vabb:369033,060304 Theology and religious studies
c:vabb:369036,060304 Theology and religious studies
c:vabb:369037,060304 Theology and religious studies
c:vabb:369047,060302 Philosophy
c:vabb:369052,060304 Theology and religious studies
c:vabb:369053,060302 Philosophy
c:vabb:369054,060304 Theology and religious studies
c:vabb:369055,060304 Theology and religious studies
c:vabb:369059,060304 Theology and religious studies
c:vabb:369062,060304 Theology and religious studies
c:vabb:369071,060304 Theology and religious studies
c:vabb:369074,0303 Health sciences
c:vabb:369075,0302 Clinical sciences
c:vabb:369088,0204 (Bio)chemical engineering
c:vabb:369089,0206 (Bio)medical engineering
c:vabb:369094,0102 Information and computing sciences
c:vabb:369112,0505 Law and legal studies
c:vabb:369183,0302 Clinical sciences
c:vabb:369183,0303 Health sciences
c:vabb:369192,0302 Clinical sciences
c:vabb:369193,0302 Clinical sciences
c:vabb:369195,0302 Clinical sciences
c:vabb:369202,0302 Clinical sciences
c:vabb:369208,060304 Theology and religious studies
c:vabb:369230,0504 Sociology and anthropology
c:vabb:369231,060304 Theology and religious studies
c:vabb:369232,060302 Philosophy
c:vabb:369240,0505 Law and legal studies
c:vabb:369242,060302 Philosophy
c:vabb:369251,0502 Economics and business
c:vabb:369253,0508 	Media and communications
c:vabb:369254,0502 Economics and business
c:vabb:369260,0502 Economics and business
c:vabb:369268,0502 Economics and business
c:vabb:369274,0508 	Media and communications
c:vabb:369275,0508 	Media and communications
c:vabb:369276,0508 	Media and communications
c:vabb:369281,0502 Economics and business
c:vabb:369300,0502 Economics and business
c:vabb:369301,0502 Economics and business
c:vabb:369304,0508 	Media and communications
c:vabb:369305,0508 	Media and communications
c:vabb:369307,0508 	Media and communications
c:vabb:369315,0101 Mathematical sciences
c:vabb:369316,0302 Clinical sciences
c:vabb:369317,0302 Clinical sciences
c:vabb:369318,0101 Mathematical sciences
c:vabb:369322,0101 Mathematical sciences
c:vabb:369323,0101 Mathematical sciences
c:vabb:369324,0302 Clinical sciences
c:vabb:369325,0302 Clinical sciences
c:vabb:369326,0303 Health sciences
c:vabb:369332,0101 Mathematical sciences
c:vabb:369342,0306 Translational sciences
c:vabb:369342,0302 Clinical sciences
c:vabb:369343,0101 Mathematical sciences
c:vabb:369345,0302 Clinical sciences
c:vabb:369346,0504 Sociology and anthropology
c:vabb:369347,0306 Translational sciences
c:vabb:369347,0106 Biological sciences
c:vabb:369347,0303 Health sciences
c:vabb:369350,0501 Psychology and cognitive sciences
c:vabb:369351,0302 Clinical sciences
c:vabb:369353,0302 Clinical sciences
c:vabb:369361,0302 Clinical sciences
c:vabb:369365,0306 Translational sciences
c:vabb:369365,0106 Biological sciences
c:vabb:369365,0303 Health sciences
c:vabb:369368,0101 Mathematical sciences
c:vabb:369370,0306 Translational sciences
c:vabb:369371,0106 Biological sciences
c:vabb:369371,0101 Mathematical sciences
c:vabb:369395,0102 Information and computing sciences
c:vabb:369402,0504 Sociology and anthropology
c:vabb:369410,0502 Economics and business
c:vabb:369412,0505 Law and legal studies
c:vabb:369413,0505 Law and legal studies
c:vabb:369414,0502 Economics and business
c:vabb:369416,0505 Law and legal studies
c:vabb:369416,0506 Political sciences
c:vabb:369417,0505 Law and legal studies
c:vabb:369417,0506 Political sciences
c:vabb:369418,0505 Law and legal studies
c:vabb:369418,0506 Political sciences
c:vabb:369419,0505 Law and legal studies
c:vabb:369420,0506 Political sciences
c:vabb:369422,0505 Law and legal studies
c:vabb:369423,060302 Philosophy
c:vabb:369437,0505 Law and legal studies
c:vabb:369437,0506 Political sciences
c:vabb:369450,0505 Law and legal studies
c:vabb:369451,0505 Law and legal studies
c:vabb:369452,0505 Law and legal studies
c:vabb:369454,0505 Law and legal studies
c:vabb:369455,0505 Law and legal studies
c:vabb:369456,0505 Law and legal studies
c:vabb:369523,0505 Law and legal studies
c:vabb:369524,0505 Law and legal studies
c:vabb:369536,0505 Law and legal studies
c:vabb:369552,0505 Law and legal studies
c:vabb:369558,0505 Law and legal studies
c:vabb:369574,0505 Law and legal studies
c:vabb:369603,0107 Environmental sciences
c:vabb:369603,"0207 Biotechnology, bio-engineering and biosystems engineering"
c:vabb:369618,0104 Chemical sciences
c:vabb:369623,0303 Health sciences
c:vabb:369627,0204 (Bio)chemical engineering
c:vabb:369640,0504 Sociology and anthropology
c:vabb:369654,0101 Mathematical sciences
c:vabb:369655,0502 Economics and business
c:vabb:369688,0505 Law and legal studies
c:vabb:369714,0505 Law and legal studies
c:vabb:369715,0505 Law and legal studies
c:vabb:369752,0604 Arts
c:vabb:369760,060302 Philosophy
c:vabb:369761,060302 Philosophy
c:vabb:369778,0604 Arts
c:vabb:369778,0503 Pedagogical and educational sciences
c:vabb:369781,0604 Arts
c:vabb:369782,0604 Arts
c:vabb:369829,0299 Other engineering and technology
c:vabb:369837,0604 Arts
c:vabb:369838,0503 Pedagogical and educational sciences
c:vabb:369838,0699 Other humanities and the arts
c:vabb:369838,0508 	Media and communications
c:vabb:369841,0604 Arts
c:vabb:369842,0506 Political sciences
c:vabb:369855,0604 Arts
c:vabb:369857,0507 Social and economic geography
c:vabb:369858,0508 	Media and communications
c:vabb:369860,0508 	Media and communications
c:vabb:369865,0604 Arts
c:vabb:369874,060104 History
c:vabb:369875,060302 Philosophy
c:vabb:369878,0504 Sociology and anthropology
c:vabb:369884,060304 Theology and religious studies
c:vabb:369885,060304 Theology and religious studies
c:vabb:369889,060302 Philosophy
c:vabb:369909,060304 Theology and religious studies
c:vabb:369912,060304 Theology and religious studies
c:vabb:369919,0303 Health sciences
c:vabb:369921,060304 Theology and religious studies
c:vabb:369937,060302 Philosophy
c:vabb:369948,0506 Political sciences
c:vabb:369953,0501 Psychology and cognitive sciences
c:vabb:369965,060302 Philosophy
c:vabb:369966,0104 Chemical sciences
c:vabb:369976,060302 Philosophy
c:vabb:369977,060302 Philosophy
c:vabb:369978,060202 Linguistics
c:vabb:369978,060203 Literary studies
c:vabb:369987,0699 Other humanities and the arts
c:vabb:369995,060302 Philosophy
c:vabb:369999,060302 Philosophy
c:vabb:370018,0503 Pedagogical and educational sciences
c:vabb:370061,0505 Law and legal studies
c:vabb:370085,0103 Physical sciences
c:vabb:370128,060203 Literary studies
c:vabb:370130,060202 Linguistics
c:vabb:370140,0501 Psychology and cognitive sciences
c:vabb:370147,060202 Linguistics
c:vabb:370173,060203 Literary studies
c:vabb:370181,0503 Pedagogical and educational sciences
c:vabb:370198,0503 Pedagogical and educational sciences
c:vabb:370214,060104 History
c:vabb:370220,0503 Pedagogical and educational sciences
c:vabb:370220,060104 History
c:vabb:370239,0503 Pedagogical and educational sciences
c:vabb:370272,060203 Literary studies
c:vabb:370275,0504 Sociology and anthropology
c:vabb:370318,060202 Linguistics
c:vabb:370333,060202 Linguistics
c:vabb:370349,060203 Literary studies
c:vabb:370353,060202 Linguistics
c:vabb:370365,060202 Linguistics
c:vabb:370368,060203 Literary studies
c:vabb:370372,060202 Linguistics
c:vabb:370377,0504 Sociology and anthropology
c:vabb:370394,060202 Linguistics
c:vabb:370395,060202 Linguistics
c:vabb:370397,060202 Linguistics
c:vabb:370404,060202 Linguistics
c:vabb:370407,060202 Linguistics
c:vabb:370411,060202 Linguistics
c:vabb:370421,060202 Linguistics
c:vabb:370423,060202 Linguistics
c:vabb:370430,060104 History
c:vabb:370431,060104 History
c:vabb:370433,060202 Linguistics
c:vabb:370434,060202 Linguistics
c:vabb:370435,060202 Linguistics
c:vabb:370436,060202 Linguistics
c:vabb:370437,060202 Linguistics
c:vabb:370438,060202 Linguistics
c:vabb:370440,060203 Literary studies
c:vabb:370442,060202 Linguistics
c:vabb:370443,060202 Linguistics
c:vabb:370452,0504 Sociology and anthropology
c:vabb:370459,0699 Other humanities and the arts
c:vabb:370461,060202 Linguistics
c:vabb:370470,060203 Literary studies
c:vabb:370472,060202 Linguistics
c:vabb:370476,0504 Sociology and anthropology
c:vabb:370481,060101 Archaeology
c:vabb:370482,060101 Archaeology
c:vabb:370482,060104 History
c:vabb:370483,060104 History
c:vabb:370487,060101 Archaeology
c:vabb:370487,060104 History
c:vabb:370494,060101 Archaeology
c:vabb:370501,060104 History
c:vabb:370531,060202 Linguistics
c:vabb:370545,060202 Linguistics
c:vabb:370546,060202 Linguistics
c:vabb:370548,060203 Literary studies
c:vabb:370550,060203 Literary studies
c:vabb:370553,060203 Literary studies
c:vabb:370555,060202 Linguistics
c:vabb:370561,060202 Linguistics
c:vabb:370573,060202 Linguistics
c:vabb:370576,060203 Literary studies
c:vabb:370585,060203 Literary studies
c:vabb:370604,060203 Literary studies
c:vabb:370607,060202 Linguistics
c:vabb:370616,060202 Linguistics
c:vabb:370624,0502 Economics and business
c:vabb:370651,060202 Linguistics
c:vabb:370653,060202 Linguistics
